"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Relational Abstraction of Structure and Behavior for Cyber-Physical System Design","C. Wang; L. Wan; T. Xiong; Y. Xie; S. Wang","School of Mechanical Science and Engineering, Huazhong University of Science and Technology, Wuhan, China; School of Mechanical Science and Engineering, Huazhong University of Science and Technology, Wuhan, China; School of Mechanical Science and Engineering, Huazhong University of Science and Technology, Wuhan, China; School of Mechanical Science and Engineering, Huazhong University of Science and Technology, Wuhan, China; School of Mechanical Science and Engineering, Huazhong University of Science and Technology, Wuhan, China",IEEE Access,"15 Mar 2021","2021","9","","40388","40401","Model-based approaches are essential for designing cyber-physical systems, which adopt the formal models to simultaneously form the specifications and enable the verification at an early stage. Aimed to model the complex structure and continuous-discrete hybrid behavior of cyber-physical systems, this paper mathematically defines a dynamic relational system so that the cyber-physical system can be regarded as dynamic relational systems in a hierarchical structure and each dynamical relational system is a triple of dynamic attributes, subsystems, and hybrid relations between attributes and subsystems. Every hybrid relation contains a tuple and a predicate to govern the system behaviors. By utilizing the dynamic relational system, a parametric abstraction is then performed to specify the design requirements and schemes. It can represent the structure and behaviors of multiple cyber-physical system design schemes in an integrated manner. With a mathematical foundation, the constructed relational models are beneficial for structural analysis and behavior verification. An implementation case of a friction-driven plate conveyor is presented to illustrate the design specification with relational models, and the connectivity analysis and behavior verifications are carried out to show the effectiveness and engineering practicability of the achieved models.","2169-3536","","10.1109/ACCESS.2021.3064249","National High Technology Research and Development Program of China(grant numbers:2018YFB-17008); China Postdoctoral Science Foundation(grant numbers:2019M650179); Guangdong Innovative and Entrepreneurial Research Team Program(grant numbers:2019ZT08Z780); Guangdong Huazhong University of Science and Technology (HUST) Industrial Technology Research Institute; Guangdong Provincial Key Laboratory of Digital Manufacturing Equipment(grant numbers:2020B1212060014); Guangdong Basic and Applied Basic Research Foundation(grant numbers:2020A1515110464); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9371723","Formal specification;cyber-physical system;cyber-physical system modeling;system design;dynamic relational system;dynamic structure and behavior","Unified modeling language;Analytical models;Semantics;Mathematical model;Cyber-physical systems;Automata;Numerical models","","2","","54","CCBY","8 Mar 2021","","","IEEE","IEEE Journals"
"Development of Cat Care System Based on Internet of Things","M. A. Wicaksono; L. B. Subekti; Y. Bandung","School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia; School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia; School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia",2019 International Conference on Electrical Engineering and Informatics (ICEEI),"10 Feb 2020","2019","","","483","488","Cats, with latin names felis catus, has been cared by many people. Consequently, by pet owners, they need to pay attention to caring their cats. However, cat owners cannot be always together with their cat, so cat care cannot be carried out optimally. Thus, there's so many risks encountered by leaving the cat alone such as obesity, stress, negative interaction with other cat, etc. At the same time, cat daycare may not suitable with our cat behavior and that places are usually fully booked in holiday time. For that, a solution to the problems is needed. Solutions to the problems are defined by using internet of things technology. Hardware, software, and communication, as an aspect of internet of things, are considered to build the entire system. The system is divided into several sub-system that is cat feeder, cat playmate, automatic cat door, cat monitor, and mobile apps. Each of them representing certain problem which has been analyzed. The system is built to fulfill cat care needs to feed, play, keep them save, and monitor them. The features for caring the cats can be executed through a mobile phone with internet access or by schedule defined by users. This system is implemented by making four hardware prototypes, mobile apps, and communication processing through third party services and through own-built platform. The tests conducted in the prototypes showed good results with communication delay below 1.5 second, food amount measurement tolerance below 2 grams, working door functionality, and 15 fps video streaming with latency below 3 second.","2155-6830","978-1-7281-2418-6","10.1109/ICEEI47359.2019.8988788","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8988788","cat;cat care;internet of things;mobile application;cat monitoring;automatic feeder","Cats;Internet of Things;Monitoring;Schedules;Software;Hardware;Mobile applications","","2","","21","IEEE","10 Feb 2020","","","IEEE","IEEE Conferences"
"Application of NB-IoT Technology in Internet of Things Label Printer","Y. Xu; Y. Peng; S. Liu","School of automation Chongqing, University of Posts and Telecommunications, Chongqing, China; School of automation Chongqing, University of Posts and Telecommunications, Chongqing, China; School of automation Chongqing, University of Posts and Telecommunications, Chongqing, China",2018 Chinese Automation Congress (CAC),"24 Jan 2019","2018","","","1223","1228","Numbers of technological innovations take place in traditional industries because of the development of Internet of Things (IoT). In order to guarantee the quality of radio frequency identification (RFID) label printer supplies and increase sales of printer supplies, the narrowband IoT (NB-IoT) technology is applied to RFID label printer to implement printer access to the Internet. Based on information technologies, such as Internet of Things and cloud computing, the printer becomes more intelligent. Information of printer supplies is uploaded to cloud verification platform to carry out anti-counterfeiting certification. Printer companies can collect usage of supplies of customers for data analysis through NB-loT technology. And printer companies can also inform users of shortages of supplies and supplementing supplies by SMS alerts to expand company's sales. NB-IoT technology helps printer manufacturers to achieve remote fault analyzing and help customers to solve problems of printer.","","978-1-7281-1312-8","10.1109/CAC.2018.8623108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8623108","Internet of Things;RFID label printer;NB-IoT","Printers;Internet of Things;Cloud computing;Radiofrequency identification;Printing;Certification;Companies","","1","","10","IEEE","24 Jan 2019","","","IEEE","IEEE Conferences"
"Social Internet of Things (SIoT): Techniques, Applications and Challenges","K. P.; R. Sridhar","Department of Computer Science and Engineering, National Institute of Technology, Tiruchirappalli, India; Department of Computer Science and Engineering, National Institute of Technology, Tiruchirappalli, India",2020 4th International Conference on Trends in Electronics and Informatics (ICOEI)(48184),"17 Jul 2020","2020","","","445","450","Internet of Things (IoT) is anticipated to be run over by huge amount of connected instances (both homogeneous and heterogeneous) enabling the interaction with each object for developing the various services in IoT domain. In addition with, involvement the social or human actions in IoT platform derives the new paradigm in IoT environment that is called as Social Internet of Things (SIoT). The working layer of SIoT divided into 3 layer structures with different set of functionalities, techniques, protocols for computation and communications. Through the SIoT prototype, the potential of social beings and objects to discover, select, and use with their services in the IoT is augmented. Now, the SIoT grows in rapid manner in the various real time IoT applications with different SIoT instances like IP based phones, cameras, healthcare devices, television, and cars with determined user interference. Finally, this paper surveyed on various techniques, applications, inferences and challenges associated with Social IoT (SIoT).","","978-1-7281-5518-0","10.1109/ICOEI48184.2020.9142908","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9142908","Social Internet of Things (SIoT);Instance-to-Instance Interaction;Social Relationship;Internet Protocol","Social network services;Internet of Things;Protocols;Real-time systems;Conferences;Market research;Informatics","","","","24","IEEE","17 Jul 2020","","","IEEE","IEEE Conferences"
"The Construction of Intelligent Management System Based on Oil and Gas Production Internet of Things","S. Liu; H. Wang; D. Mu","Exploration and Development Research, Institute of Daqing Oilfield Company.Ltd., Daqing, China; Electric Power Production Guarantee Company of PetroChina, Daqing, China; Department of Daqing Oilfield Company.Ltd, Production Operation and Information, Daqing, China",2019 3rd International Conference on Data Science and Business Analytics (ICDSBA),"30 Nov 2020","2019","","","333","338","Since 2010, China National Petroleum Corporation (PetroChina) has carried out the construction of the Oil and Gas Production Internet Of Things(OGPIOT). Daqing oilfield has become one of the pilot construction units, till 2016, pilot construction has been accomplished. Taking this as an opportunity, Daqing Oilfield promoted the adjustment of the production organization in the pilot unit, optimized production management process and carried out precision management, what's more, the low-cost Internet of Things (IOT) experiment was carried out in Toutai and the intelligent management was started in Qingxin, supplemented by digital industrial bases and information technology services, formed the “Intelligent Management System of Oilfield”, which contributes information wisdom to solve the problem of oilfield exploration and development.","","978-1-7281-4644-7","10.1109/ICDSBA48748.2019.00075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9270163","Oil and Gas Production;Internet of things;Intelligent Management System","Production;Oils;Internet of Things;Maintenance engineering;Software;Investment;Regulation","","","","5","IEEE","30 Nov 2020","","","IEEE","IEEE Conferences"
"IoT Cryptography: A Secure Communication Framework for the Internet of Things","M. Rishi; V. Dubey; M. K. Bhardwaj; M. K. Singh","Department of Computer Science Engineering, Dronacharya Group of Institutions, India; Department of Computer Science Engineering, Dronacharya Group of Institutions, India; Department of Computer Science Engineering, Dronacharya Group of Institutions, India; Department of Computer Science Engineering, Dronacharya Group of Institutions, India",2024 International Conference on Intelligent Systems for Cybersecurity (ISCS),"12 Jul 2024","2024","","","1","6","IoT is a lightning-fast technology that uses clever objects or stuff that speak uncomplicatedly to the work of our daily lives. Smart homes, wearables, connected automobiles, vibrant urban communities; savvy retail, agribusiness, healthcare, and other areas are some of the most well-known applications of IoT. This document provides an overview of IoT Crypto a safe platform Internet of Things communication. Typically, they have elements from Internet of Things (IoT), such as the device functionality they need, the requirement to restrict the amount of information sent, and the ability to connect to the Internet. With real business relationships in mind, Innovative lightweight authentication setup and trust concepts are provided by IoT-Crypto. Include a secure communication protocol that only makes use of one DTLS connection that is encrypted. This article discusses and presents the unique components and nuanced execution details of IoT crypto in terms of essentially equivalent arrangements. Post-implementation testing and analysis of the IoT encrypted network have proven its accuracy and safety. Additionally, a test network was conducted to determine if the BLE IPSP profile and coding standards are suitable for IoT. Based on these results, the significance of future research was discussed. The IoT paradigm and communication protocols are introduced at the outset of this work and then compare countermeasures for a few security vulnerabilities at each tier of the IoT model to protect such a large and diverse company.","","979-8-3503-7523-7","10.1109/ISCS61804.2024.10581329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10581329","Internet of Things;IoT Model;Communication Technology;Security;Attacks","Protocols;Smart homes;Medical services;Safety;Internet of Things;Cryptography;Wearable devices","","","","20","IEEE","12 Jul 2024","","","IEEE","IEEE Conferences"
"BRIoT: Behavior Rule Specification-Based Misbehavior Detection for IoT-Embedded Cyber-Physical Systems","V. Sharma; I. You; K. Yim; I. -R. Chen; J. -H. Cho","Department of Information Security Engineering, Soonchunhyang University, Asan, South Korea; Department of Information Security Engineering, Soonchunhyang University, Asan, South Korea; Department of Information Security Engineering, Soonchunhyang University, Asan, South Korea; Department of Computer Science, Virginia Tech, Blacksburg, VA, USA; Department of Computer Science, Virginia Tech, Blacksburg, VA, USA",IEEE Access,"30 Aug 2019","2019","7","","118556","118580","The identification of vulnerabilities in a mission-critical system is one of the challenges faced by a cyber-physical system (CPS). The incorporation of embedded Internet of Things (IoT) devices makes it tedious to identify vulnerability and difficult to control the service-interruptions and manage the operations losses. Rule-based mechanisms have been considered as a solution in the past. However, rule-based solutions operate on the goodwill of the generated rules and perform assumption-based detection. Such a solution often is far from the actual realization of the IoT runtime performance and can be fooled by zero-day attacks. Thus, this paper takes this issue as motivation and proposes better lightweight behavior rule specification-based misbehavior detection for the IoT-embedded cyber-physical systems (BRIoT). The key concept of our approach is to model a system with which misbehavior of an IoT device manifested as a result of attacks exploiting the vulnerability exposed may be detected through automatic model checking and formal verification, regardless of whether the attack is known or unknown. Automatic model checking and formal verification are achieved through a 2-layer Fuzzy-based hierarchical context-aware aspect-oriented Petri net (HCAPN) model, while effective misbehavior detection to avoid false alarms is achieved through a Barycentric-coordinated-based center of mass calculation method. The proposed approach is verified by an unmanned aerial vehicle (UAV) embedded in a UAV system. The feasibility of the proposed model is demonstrated with high reliability, low operational cost, low false-positives, low false-negatives, and high true positives in comparison with existing rule-based solutions.","2169-3536","","10.1109/ACCESS.2019.2917135","Institute for Information and communications Technology Promotion; Korean Government (MSIT) (Rule Specification-Based Misbehavior Detection for IoT-Embedded Cyber-Physical Systems)(grant numbers:2017-0-00664); Air Force Office of Scientific Research(grant numbers:FA2386-17-1-4076); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8715740","Behavior rules;cyber-physical systems;IoT;specification-based intrusion detection;zero-day attacks","Intrusion detection;Monitoring;Cyber-physical systems;Performance evaluation;Unmanned aerial vehicles;Solid modeling","","58","","42","OAPA","15 May 2019","","","IEEE","IEEE Journals"
"A Real-Time Blockchain-Based State Estimation System for Battery Energy Storage Systems","F. Mohammadi; M. Sanjari; M. Saif","Department of Electrical and Computer Engineering, University of Windsor, Windsor, ON, Canada; School of Engineering and Built Environment, Griffith University, Brisbane, QLD, Australia; Department of Electrical and Computer Engineering, University of Windsor, Windsor, ON, Canada",2022 IEEE Kansas Power and Energy Conference (KPEC),"6 Jul 2022","2022","","","1","4","The main roles of an advanced Battery Management System (BMS) are to dynamically monitor the battery packs and ensure the efficiency and reliability of the Battery Energy Storage System (BESS). Estimating the State of Charge (SoC), State of Health (SoH), State of Power (SoP), State of Energy (SoE), State of Temperature (SoT), and State of Safety (SoS) depends on collecting, aggregating, and analyzing real-time data of the BESS. Based on the applications of BESSs and their sizes, there are several restrictions in accessing and sharing data between battery manufacturers, power grid operators, and electricity consumers, while building necessary communication infrastructure is required. To resolve such issues, a conceptual and technological Blockchain-based system is developed in this paper to securely share the real-time data collected from BESSs for monitoring and control purposes, i.e., state estimation. The proposed system benefits from integrating the Internet of Things (IoT) devices in a decentralized structure and connectivity of such IoT nodes, data privacy, and transparency and auditability. The proposed Blockchain-based system is capable of accurately estimating SoC, SoH, SoP, SoE, SoT, and SoS of BESSs in small-and grid-scales.","","978-1-6654-6591-5","10.1109/KPEC54747.2022.9814731","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9814731","Blockchain Technology;Battery Energy Storage System (BESS);Battery Management System (BMS);Internet of Things (IoT) Technology;State Estimation","Temperature sensors;Temperature measurement;Temperature distribution;Real-time systems;Batteries;Blockchains;Internet of Things","","8","","22","IEEE","6 Jul 2022","","","IEEE","IEEE Conferences"
"Attack and Defense Strategies for Intrusion Detection in Autonomous Distributed IoT Systems","H. Al-Hamadi; I. -R. Chen; D. -C. Wang; M. Almashan","Department of Computer Science, Kuwait University, Safat, Kuwait; Department of Computer Science, Virginia Tech, Falls Church, USA; Department of Information Management, Southern Taiwan University of Science and Technology, Tainan, Taiwan; Graduate School of Engineering, The University of Tokyo, Tokyo, Japan",IEEE Access,"22 Sep 2020","2020","8","","168994","169009","In this paper, we develop a methodology to capture and analyze the interplay of attack-defense strategies for intrusion detection in an autonomous distributed Internet of Things (IoT) system. In our formulation, every node must participate in lightweight intrusion detection of a neighbor target node. Consequently, every good node would play a set of defense strategies to faithfully defend the system while every bad node would play a set of attack strategies for achieving their own goals. We develop an analytical model based on Stochastic Petri Net (SPN) modeling techniques. Our methodology allows the optimal defense strategies to be played by good nodes to maximize the system lifetime when given a set of parameter values characterizing the distributed IoT system operational environment. We conduct a detailed performance evaluation based on an experiment dataset deriving from a reference autonomous distributed IoT system comprising 128 sensor-carrying mobile nodes and show how IDS defense mechanisms can counter malicious attack mechanisms under the ADIoTS system while considering multiple failure conditions.","2169-3536","","10.1109/ACCESS.2020.3023616","Kuwait University Research Grant(grant numbers:RQ02/18); U.S. Air Force Office of Scientific Research (AFOSR)(grant numbers:FA2386-17-1-4076); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9194704","Intrusion detection;Internet of Things;mission-oriented IoT systems;stochastic Petri net;attack/defense behavior models","Intrusion detection;Internet of Things;Machine learning;Analytical models;Task analysis;Performance evaluation","","22","","36","CCBY","11 Sep 2020","","","IEEE","IEEE Journals"
"Internet of Things Water Monitoring for a Smart Seaside City","S. Stoyanov; D. Orozova; I. Popchev","Paisii Hilendarski, Plovdiv University, Plovdiv, Bulgaria; Faculty of Computer Science and Engineering, Burgas Free University, Burgas, Bulgaria; Paisii Hilendarski, Plovdiv University, Plovdiv, Bulgaria",2018 20th International Symposium on Electrical Apparatus and Technologies (SIELA),"26 Aug 2018","2018","","","1","3","This paper presents a possible platform for Internet of Things monitoring of seawater that can enhance the infrastructure of a Smart Seaside City. Integration of virtual and physical worlds is a distinctive feature of close related Cyber-Physical Spaces, Cyber-Physical-Social Spaces, and Internet of Things. Building platforms that exploit this property would reveal new opportunities for accomplishment the concept of smart city. The proposed platform is implemented as an adaptation of the Virtual Physical Space reference architecture.","","978-1-5386-3419-6","10.1109/SIELA.2018.8447084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8447084","Internet of Things;Cyber-Physical Space;Cyber-Physical-Social Space;Intelligent Agents;Smart Seaside City","Smart cities;Internet of Things;Sensors;Monitoring;Computer architecture;Computational modeling","","13","","21","IEEE","26 Aug 2018","","","IEEE","IEEE Conferences"
"A Stealthy Sensor Attack for Uncertain Cyber-Physical Systems","H. Jeon; Y. Eun","Department of Information and Communication Engineering, DGIST, Daegu, South Korea; Department of Information and Communication Engineering, DGIST, Daegu, South Korea",IEEE Internet of Things Journal,"1 Aug 2019","2019","6","4","6345","6352","In this paper, we present a sensor attack on cyber-physical systems (CPSs), which can be constructed with limited knowledge of the target system and can remain stealthy until the attack succeeds. The target CPS consists of a physical plant with unstable linear dynamics and a feedback controller. Specifically, the attack mechanism is to impede the stabilizing function of the feedback controller by injecting false data to the sensors, where the false data are created using the unstable dynamics of the plant. When the only nominal model for the target dynamics is known, the stealthiness is maintained by deploying a mechanism similar to a disturbance observer (DOB) which can be designed to absorb the effect of the mismatch between the nominal and actual dynamics until the attack succeeds. The success of the attack is defined by the norm of the system state exceeding a threshold. Sensor attacks that exploit unstable plant dynamics had been conceived previously. Generation of such attacks require precise knowledge of the target system for stealthiness, i.e., the attack must cancel at the sensor exactly the effect of instability in order to avoid detection. When not exact, the mismatch grows exponentially leading to the detection of abnormality. The attack presented in this paper absorbs the mismatch using the DOB mechanism, where the degree of absorption is selected such that the detection is delayed until the attack succeeds. Thus, the proposed attack, compared to the conventional ones, poses a greater level of threat to CPS. In this paper, generation of the attack is presented, and the effect is analyzed. The consequence of the attack is illustrated and emphasized by simulations on quadrotors and inverted pendulums, respectively.","2327-4662","","10.1109/JIOT.2019.2905878","Institute for Information and communications Technology Promotion; Ministry of Science, ICT and Future Planning(grant numbers:2014-0-00065); National Research Foundation of Korea(grant numbers:NRF-2013K1A1A2A02078326); Ministry of Science, ICT and Future Planning(grant numbers:18-ST-02,18-EE-01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8669856","Cyber-physical systems (CPSs);model uncertainty;stealthy sensor attack","Actuators;Detectors;Internet of Things;Disturbance observers;Uncertainty;Vehicle dynamics;Adaptive control","","27","","30","IEEE","19 Mar 2019","","","IEEE","IEEE Journals"
"Survey of Industrial Internet of Things (IIoT) in Industry Developments and Advanced Techniques","P. N. Paul; T. A. Jones","Karunya Institute of Technology and Sciences (KITS), Coimbatore, India; Karunya Institute of Technology and Sciences (KITS), Coimbatore, India",2024 3rd International Conference on Applied Artificial Intelligence and Computing (ICAAIC),"2 Jul 2024","2024","","","1848","1855","Machine-to-Machine (M2M), Machine-to-System, Cyber Physical System, and Intelligent Systems play crucial role in shaping the IoT technologies. The visual representation of the real world is generated by continuously scanning and monitoring various technological components in real-time through a gateway. This capability facilitates self-management and self-reconfiguration of devices, ultimately improving the Quality of Service. The integration of cloud-based SCADA (Supervisory Control and Data Acquisition) and MES (Manufacturing Execution System) services creates a standardized interface across diverse technological layers. One of the most significant challenges preventing the growth of the Internet of Things (IoT) is the increasing expertise of malicious sectors in the field of hacking. To address this issue, security measures were incorporated from the outset, encompassing comprehensive solutions. This review work focuses on the significance of the Industrial Internet of Things (IIoT) within industrial sectors and offers a concise overview of the evolving technologies to the IIoT techniques.","","979-8-3503-7519-0","10.1109/ICAAIC60222.2024.10575469","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10575469","Internet of Things;Security Measures;Industrial Internet of things;Quality of Services","Surveys;Visualization;Reviews;SCADA systems;Quality of service;Real-time systems;Manufacturing","","","","22","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
"IoT Data Integrity Verification for Cyber-Physical Systems Using Blockchain","C. Machado; A. A. Medeiros Fröhlich","Department of Informatics and Statistics – INE, Federal University of Santa Catarina – UFSC, Florianópolis, SC, Brazil; Department of Informatics and Statistics – INE, Federal University of Santa Catarina – UFSC, Florianópolis, SC, Brazil",2018 IEEE 21st International Symposium on Real-Time Distributed Computing (ISORC),"30 Jul 2018","2018","","","83","90","Blockchain technologies can enable decentralized and trustful features for the Internet of Things (IoT). Although, existing blockchain based solutions to provide data integrity verification for semi-trusted data storages (e.g. cloud providers) cannot respect the time determinism required by Cyber-Physical Systems (CPS). Additionally, they cannot be applied to resource-constrained IoT devices. We propose an architecture that can take advantage of blockchain features to allow further integrity verification of data produced by IoT devices even in the realm of CPS. Our architecture is divided into three levels, each of them responsible for tasks compatible with their resources capabilities. The first level, composed of sensors, actuators, and gateways, introduces the concept of Proof-of-Trust (PoT), an energy-efficient, time-deterministic and secure communication based on the Trustful Space-Time Protocol (TSTP). Upper levels are responsible for data persistence and integrity verification in the Cloud. The work also comprises a performance evaluation of the critical path of data to demonstrate that the architecture respect time-bounded operations demanded by the sense-decide-actuate cycle of CPSs. The additional delay of 5.894us added by our architecture is negligible for a typical TSTP with IEEE 802.15.4 radios which has communication latencies in the order of hundreds of milisseconds in each hop.","2375-5261","978-1-5386-5847-5","10.1109/ISORC.2018.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8421150","blockchain;data integrity verification;cyber physical systems;internet of things","Logic gates;Protocols;Peer-to-peer computing;Computer architecture;Synchronization;Data integrity","","52","1","29","IEEE","30 Jul 2018","","","IEEE","IEEE Conferences"
"The Heterogeneous Gateways in the Industrial Internet of Things","V. Kulik; R. Kirichek","Department of Communication Networks and Data Transmission, State University of Telecommunications, St. Petersburg, Russia; Applied Probability and Informatics Dep., Peoples Friendship University of Russia (RUDN University), Moscow, Russian",2018 10th International Congress on Ultra Modern Telecommunications and Control Systems and Workshops (ICUMT),"3 Feb 2019","2018","","","1","5","The architecture of the heterogeneous Internet of Things (IoT) gateway and the problems of its integration with the Industrial Internet of Things (IIoT) are investigated in this article. In particular, the issue of the usage of heterogeneous gateway for conversion of packages, which formed on various industrial protocols, is raised. To solve this problem, authors are created the architecture of software for data formats transformation between different industrial protocols. As a possible solution, authors propose computer appliance, that use heterogeneous IoT gateways. Study the data format for packets of various IoT protocols and the main fields of packets, which needed for message conversion between each others, are conducted.","2157-023X","978-1-5386-9361-2","10.1109/ICUMT.2018.8631232","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8631232","Heterogeneous gateway;Internet of Things;Industrial Internet of Things;semantic gateways;data formats;protocol analyis;IoT;IIoT","Protocols;Logic gates;Internet of Things;Software;Payloads;Semantics;Computer architecture","","26","","11","IEEE","3 Feb 2019","","","IEEE","IEEE Conferences"
"Study of the Integration of Robot in Cyber-Physical Production Systems","Q. Liu; P. Hua; A. Sultan; L. Shen; E. Mueller; F. Boerner","School of Mechanical Engineering, University of South China, Hengyang, China; School of Mechanical Engineering, University of South China, Hengyang, China; School of Mechanical Engineering, University of South China, Hengyang, China; School of Mechanical Engineering, University of South China, Hengyang, China; Department of Factory Planning and Factory Management, Chemnitz University of Technology, Chemnitz, Germany; Department of Factory Planning and Factory Management, Chemnitz University of Technology, Chemnitz, Germany",2019 International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery (CyberC),"2 Jan 2020","2019","","","367","370","Robots are expected to be used in the smart manufacturing and smart factory with the help of information and communication technologies. The increasing and consistent integration of ICTs and robot into the production systems in subsystems and components are needed. The mechatronic systems become cyber-physical systems through additional communication skills and autonomy in behavior on external influences and internally stored settings. Robots are integrated in the Cyber-Physical Production System to realize smart factory and smart manufacturing. In a laboratory environment, innovative logistical systems integrated with robots are built up to apply horizontal and vertical integration into practice for research investigations.","","978-1-7281-2542-8","10.1109/CyberC.2019.00069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8945879","robot, Cyber-Physical Production System, integration","Robot sensing systems;Smart manufacturing;Production systems","","4","","8","IEEE","2 Jan 2020","","","IEEE","IEEE Conferences"
"NLES: A Novel Lifetime Extension Scheme for Safety-Critical Cyber-Physical Systems Using SDN and NFV","J. Wu; S. Luo; S. Wang; H. Wang","School of Electronic Information and Electrical Engineering, National Engineering Laboratory for Information Content Analysis Technology, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, National Engineering Laboratory for Information Content Analysis Technology, Shanghai Jiao Tong University, Shanghai, China; Research Center for Modern Governance, Zhejiang University of Science and Technology, Hangzhou, China; Information and Telecommunication Branch of Zhejiang Electric Power Corporation, State Grid Corporation of China, Hangzhou, China",IEEE Internet of Things Journal,"8 May 2019","2019","6","2","2463","2475","The cyber-physical system (CPS) is a promising technique that enables a safety-critical industry ecosystem. In general, wireless sensor networks (WSNs) and the Internet of Things are the sensing and communication infrastructures for CPS. Currently, software-defined networking (SDN) have been used as the new networking architecture for typical WSNs and CPS. However, there are two unresolved problems for a software-defined CPS. First, a feasible systemic architecture is a must for software-defined CPS, which should provide a global virtualization management and closed-loop control between the cyber side and the physical side in a CPS. Second, the lifetime of a software-defined CPS scenario needs to be extended for critical applications. To address the above challenges, this paper proposes a systematic virtual networking architecture to perform the global virtualization control and monitoring of a CPS, in which network functions virtualization (NFV) configuration and orchestration can be realized. Moreover, based on the proposed architecture, a novel lifetime extension scheme (NLES), is proposed for a software-defined CPS. To orchestrate the resource dynamically and efficiently, the instant programmability of an SDN and instant deployment capability of NFV are utilized to control the topology of node modes of a CPS. Then, a game theoretic topology decision approach is proposed to control the topology of the clustering and virtual network function deployment of sensors at run-time in a CPS. The experimental results show that NLES has longer lifetime compared to those of the traditional schemes.","2327-4662","","10.1109/JIOT.2018.2870294","National Natural Science Foundation of China(grant numbers:61431008,61831007); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8464258","Cyber-physical systems (CPSs);game theory;lifetime extension;network function virtualization (NFV);software-defined networking (SDN)","Sensors;Wireless sensor networks;Network function virtualization;Topology;Energy efficiency;Internet of Things","","56","","49","IEEE","13 Sep 2018","","","IEEE","IEEE Journals"
"Transitioning From Standard Automation Solutions to Cyber-Physical Production Systems: An Assessment of Critical Conceptual and Technical Challenges","L. Ribeiro; M. Björkman","Division of Manufacturing Engineering, Department of Management & Engineering, Linköping University, Linköping, Sweden; Division of Manufacturing Engineering, Department of Management & Engineering, Linköping University, Linköping, Sweden",IEEE Systems Journal,"22 Nov 2018","2018","12","4","3816","3827","The concept of Industry 4.0, or the Fourth Industrial Revolution, has the potential for radically increased system reconfigurability and flexibility. At its core, the notion of cyber-physical system, as the new generation of embedded systems with advanced artificial intelligence and improved communication capabilities, is seen as the key enabling concept that will render production activities more sustainable. The cyber-physical conceptualization dramatically reduces the integration effort by virtually eliminating the need, time, and cost for reprogramming. However, there are still important challenges that need to be addressed before one can start to design cyber-physical production systems consistently. These intertwine and are not as easily solvable as the popular science descriptions may suggest. This paper brings them forward and develops a critical comparative analysis between today's automation solutions and their potential cyber-physical counterparts. The analysis considers the technical and conceptual challenges that are included in the process of migrating today's, mostly bespoke, automation solutions to highly modularized, dynamic, and interactive cyber-physical production systems (CPPSs). In this context, this paper considers the interplay between form and function of industrial components, at the light of their cyber-physical formulation. At the same time, it addresses the system-level (de)composability and interaction design challenges that arise from the integration of modular CPPSs.","1937-9234","","10.1109/JSYST.2017.2771139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8114194","Agent-based systems;cyber-physical productions systems (CPPS);cyber-physical systems (CPSs);design;holonic systems;reconfigurable manufacturing systems (RMSs)","Automation;Manufacturing systems;Computer architecture;Cyber-physical systems;Terminology","","73","","58","IEEE","17 Nov 2017","","","IEEE","IEEE Journals"
