title,abstract,authors,year,venue,doi,source,citation_count
Securing Cyber Physical Systems: Lightweight Industrial Internet of Things Authentication (LI2A) for Critical Infrastructure and Manufacturing,"The increasing incorporation of Industrial Internet of Things (IIoT) devices into critical industrial operations and critical infrastructures necessitates robust security measures to safeguard confidential information and ensure dependable connectivity. Particularly in Cyber Physical Systems (CPSs), IIoT system security becomes critical as systems become more interconnected and digital. This paper introduces a novel Lightweight Industrial IoT Authentication (LI2A) method as a solution to address security concerns in the industrial sector and smart city infrastructure. Mutual authentication, authenticated message integrity, key agreement, soundness, forward secrecy, resistance to a variety of assaults, and minimal resource consumption are all features offered by LI2A. Critical to CPS operations, the approach prevents impersonation, man-in-the-middle, replay, eavesdropping, and modification assaults, according to a security study. The method proposed herein ensures the integrity of CPS networks by verifying communication reliability, identifying unauthorized message modifications, establishing a shared session key between users and IIoT devices, and periodically updating keys to ensure sustained security. A comprehensive assessment of performance takes into account each aspect of storage, communication, and computation. The communication and computing capabilities of LI2A, which are critical for the operation of CPS infrastructure, are demonstrated through comparisons with state-of-the-art systems from the literature. LI2A can be implemented in resource-constrained IIoT devices found in CPS and industrial environments, according to the results. By integrating IIoT devices into critical processes in CPS, it is possible to enhance security while also promoting urban digitalization and sustainability.","Alaa T. Al Ghazo, Mohammed Abu Mallouh, Sa’ed Alajlouni, Islam T. Almalkawi",2025.0,Applied System Innovation,10.3390/asi8010011,Semantic Scholar,1.0
"A Cross-Layer Approach to Energy-Efficient and Secure EdgeAI: Architectures, Systems and Applications","Modern Machine Learning (ML) and Artificial Intelligence (AI) approaches, such as, the Deep Neural Networks (DNNs) and Large Language Models (LLMs), have shown tremendous improvement over the past years to achieve a significantly high accuracy for a certain set of tasks, like image classification, object detection, natural language processing, medical data analytics, and generative AI. However, these DNNs/LLMs require huge processing, memory, and energy costs, thereby posing gigantic challenges on building energy-efficient tinyML and EdgeAI solutions for a wide range of applications from Smart Cyber Physical Systems (CPS) and Internet of Thing (IoT) domains on resource/energy-constrained devices subjected to unpredictable and harsh scenarios. Moreover, in the era of growing cyber-security threats and nano-scale devices, the intelligent features of a smart CPS and IoT system face new type of attacks and reliability threats, requiring novel design principles for robust ML.In my eBRAIN lab at New York University (AD, US), I have been extensively investigating the foundations for the next-generation energy efficient, dependable and secure AI/ML computing systems, while addressing the above-mentioned challenges across different layers of the hardware and software stacks. This talk will present design challenges, advanced techniques and cross-layer frameworks for building highly energy-efficient and robust cognitive systems for the tinyML and EdgeAI applications, which jointly leverage optimizations at different layers of the software and hardware stacks, and at different design stages (e.g., design-time vs. run-time approaches). These techniques provide crucial steps towards enabling the wide-scale deployment of energy-efficient and secure embedded AI in autonomous systems like UAVs, UGVs, autonomous vehicles, Robotics, IoT-Healthcare / Wearables, Industrial-IoT, smart transportation, smart homes and cities, etc. Towards the end, I will show some glimpses of our recent advanced projects on Quantum Machine Learning, Continual Learning, and Multimodal LLMs.",Muhammad Shafique,2024.0,2024 5th CPSSI International Symposium on Cyber-Physical Systems (Applications and Theory) (CPSAT),10.1109/cpsat64082.2024.10745418,Semantic Scholar,0.0
Framework for detecting and resisting cyberattacks on cyber-physical systems in internet of things,"Cyber-physical system (CPS) is an integral part of an internet of things (IoT) with established wide spread applications. An increasing concern towards being highly vulnerable to various forms of dynamic cyber-attacks has been increasingly evolving. A review of existing research methodology showcases complex solutions that can offer sub-optimal security strength when exposed to dynamic cyber-attack forms while increasing the computational burden. Therefore, this manuscript presents a novel yet simplified computational framework capable of determining and resisting critical anomalies within internet-of-cyber physical systems (IoCPS). The presented scheme contributes towards preprocessing following a distinct oversampling method targeting balancing the data. An ensemble machine learning model using a discrete variant of AdaBoost and neural decision tree (NDT) has been implemented to optimize the learning process and improve the threat detection efficiency. The comparative outcome of the proposed study showcases that it offers approximately 7.2% increased threat detection accuracy and approximately 68% reduced response time compared to frequently adopted learning mechanisms towards threat detection over an IoT environment.","Jyoti Metan, Mahantesh Mathapati, Prasad Adaguru Yogegowda, K. S. Ananda Kumar",2024.0,International Journal of Electrical and Computer Engineering (IJECE),10.11591/ijece.v14i6.pp7169-7177,Semantic Scholar,0.0
Cyber-Physical Systems: Integration of Computing and Physical Processes,"The key forces behind the creation and advancement of Cyber-Physical Systems (CPS)
are the improvement of planned goods along with the decrease in development time
and cost. This survey paper's goal is to give a general overview of various system kinds
and the related transition process from CPS and cloud-based (IoT) systems to
mechatronics. The necessity that CPS-design techniques be a part of a multidisciplinary
development process, where designers should concentrate not only on the individual
physical and computational components but also on their integration and interaction,
will also be taken into consideration. As a result, the study examines CPS-related
challenges from the standpoints of physical processes, computing, and integration, in
that order. A variety of system levels are used to pick illustrative case studies, with the
first one describing the overlying idea of Cyber-Physical Production Systems (CPPSs).
The examination and assessment of the particular. The details on a wind turbine's subsystem's attributes that are crucial for maintenance are provided via a condition
monitoring system.","Ishrat Jahan, Hasan Mahmud Sozib, Md Shawon Islam, Md. Shihab Hossain",2024.0,"Journal of Business Venturing, AI and Data Analytics",10.63471/ae24001,Semantic Scholar,0.0
An Innovative Honeypot Architecture for Detecting and Mitigating Hardware Trojans in IoT Devices,"The exponential growth and widespread adoption of Internet of Things (IoT) devices have introduced many vulnerabilities. Attackers frequently exploit these flaws, necessitating advanced technological approaches to protect against emerging cyber threats. This paper introduces a novel approach utilizing hardware honeypots as an additional defensive layer against hardware vulnerabilities, particularly hardware Trojans (HTs). HTs pose significant risks to the security of modern integrated circuits (ICs), potentially causing operational failures, denial of service, or data leakage through intentional modifications. The proposed system was implemented on a Raspberry Pi and tested on an emulated HT circuit using a Field-Programmable Gate Array (FPGA). This approach leverages hardware honeypots to detect and mitigate HTs in the IoT devices. The results demonstrate that the system effectively detects and mitigates HTs without imposing additional complexity on the IoT devices. The Trojan-agnostic solution offers full customization to meet specific security needs, providing a flexible and robust layer of security. These findings provide valuable insights into enhancing the security of IoT devices against hardware-based cyber threats, thereby contributing to the overall resilience of IoT networks. This innovative approach offers a promising solution to address the growing security challenges in IoT environments.","Amira Hossam Eldin Omar, Hassan Soubra, Donatien Koulla Moulla, Alain Abran",2024.0,IoT,10.3390/iot5040033,Semantic Scholar,2.0
"Funding Opportunities in Infrastructure Systems, Smart Communities, and Disasters for Climate Change Mitigation and Adaption","Connected and automated vehicle (CAV) technologies are attracting research interests for the potential of improving safety, mobility, and sustainability. On the other hand, there are still great challenges across cyber, physical, and social dimensions. For example, in addition to vehicle technologies, there are also critical barriers related to infrastructure system integration, security and resilience, and human-in-the-loop under the broad scope of CAV research. In this talk, the NSF Program Directors for Civil Infrastructure Systems (CIS) and Humans, Disaster, and Built Environment (HDBE) first give an overview of fundamental research supported by their respective core programs. Program portfolio, funding mechanisms, and past awards are presented. They then outline several cross-cutting opportunities they have been actively engaged with, including Cyber Physical Systems (CPS), Smart and Connected Communities (S&CC) and Civic Innovation Challenge (CIVIC). Original and innovative ideas, whether advancing intellectual frontiers or effecting positive changes in communities, are all","Daan Liang, Yueyue Fan",2024.0,IEEE transactions on intelligent transportation systems (Print),10.1109/tits.2024.3376186,Semantic Scholar,0.0
Artificial Intelligence in Cyber Physical Systems,"This research paper explores the symbiotic relationship between Artificial Intelligence (AI) and Cyber-Physical Systems (CPS), where CPS are computational systems closely intertwined with physical processes through sensors and actuators. AI techniques, particularly machine learning, are pivotal in enhancing CPS functionalities, including data analysis, decision-making, optimization, and autonomous control. The paper delves into various applications of AI in CPS, highlighting its transformative potential in bolstering system performance, reliability, and resilience.
Furthermore, the paper addresses pressing concerns regarding security and privacy within CPS environments. Through a detailed classification of security and privacy threats, it offers an organized overview of potential risks and economic implications, facilitating effective risk assessment. The study demonstrates how AI can mitigate these concerns by presenting a step-by-step flowchart utilizing AI and Machine Learning (ML) techniques for security and privacy issue detection within CPS.
Moreover, the paper conducts a comprehensive literature review on current and future challenges surrounding AI implementation in CPS. It outlines potential developments and advancements, shedding light on the trajectory of AI in the realm of Cyber-Physical Systems","Sakshi Narad, Pratiksha Gotephode, Bhagyashree Kumbhare, Mca Smt Students, Radhikatai",2024.0,"International Journal of Advanced Research in Science, Communication and Technology",10.48175/ijarsct-17448,Semantic Scholar,0.0
Experimental Setup for Online Fault Diagnosis of Induction Machines via Promising IoT and Machine Learning: Towards Industry 4.0 Empowerment,"In recent years, the internet of things (IoT) represents the main core of Industry 4.0 for cyber-physic systems (CPS) in order to improve the industrial environment. Accordingly, the application of IoT and CPS has been expanded in applied electrical systems and machines. However, cybersecurity represents the main challenge of the implementation of IoT against cyber-attacks. In this regard, this paper proposes a new IoT architecture based on utilizing machine learning techniques to suppress cyber-attacks for providing reliable and secure online monitoring for the induction motor status. In particular, advanced machine learning techniques are utilized here to detect cyber-attacks and motor status with high accuracy. The proposed infrastructure validates the motor status via communication channels and the internet connection with economical cost and less effort on connecting various networks. For this purpose, the CONTACT Element platform for IoT is adopted to visualize the processed data based on machine learning techniques through a graphical dashboard. Once the cyber-attacks signal has been detected, the proposed IoT platform based on machine learning will be visualized automatically as fake data on the dashboard of the IoT platform. Different experimental scenarios with data acquisition are carried out to emphasize the performance of the suggested IoT topology. The results confirm that the proposed IoT architecture based on the machine learning technique can effectively visualize all faults of the motor status as well as the cyber-attacks on the networks. Moreover, all faults of the motor status and the fake data, due to the cyber-attacks, are successfully recognized and visualized on the dashboard of the proposed IoT platform with high accuracy and more clarified visualization, thereby contributing to enhancing the decision-making about the motor status. Furthermore, the introduced IoT architecture with Random Forest algorithm provides an effective detection for the faults on motor due to the vibration under industrial conditions with excellent accuracy of 99.03% that is significantly greater than the other machine learning algorithms. Besides, the proposed IoT has low latency to recognize the motor faults and cyber-attacks to present them in the main dashboard of the IoT platform.","M. Tran, M. Elsisi, K. Mahmoud, Meng-Kun Liu, M. Lehtonen, M. Darwish",2021.0,IEEE Access,10.1109/ACCESS.2021.3105297,Semantic Scholar,81.0
Intelligent and Automated Product Quality Assurance System using Machine Learning,"The paper discusses the use of advanced technologies like the Internet of Things (IoT) and cyber-physical systems (CPS) to enhance product quality assurance in production industries. It proposes an intelligent approach using machine learning and termed the model as ETLViT, which integrates transfer learning models and vision transformers (ViT). The proposed model is a three-layered architecture integrated with a cyber-physical system (CPS). The first layer collects images of the processed products using a CPS, while the second layer transmits the data to a cloud server. The third layer analyzes the input image and predicts any faults in the product, with results also stored in the cloud server. The learning process involves noise removal, feature extraction, and classification, which are performed simultaneously by the ensemble model called ETLViT, designed using transfer learning and vision transformers. The result was presented with transfer learning models, ensemble model with machine learning and ETLViT. Among all of them, ETLViT outperforms the best.    ","Aashish Arora, Rajeev Gupta",2024.0,Journal of Electrical Systems,10.52783/jes.3234,Semantic Scholar,0.0
Cyber Physical System and Internet of Things on Upgrading Software Agents,"Using the Jason framework and the CArtAgO platform, this study introduces a fresh paradigm for upgrading software agents in Cyber-Physical Systems (CPS) and the Internet of Things (IoT). We integrate Fuzzy Inference Systems (FIS) into the agents' decision-making processes using Fuzzy Logic Controllers (FLCs) within the JaCa environment. This collaboration seeks to resolve uncertainty in real-world CPS and IoT contexts, allowing agents to make context-aware and adaptable judgements. Our method improves agent adaptation by allowing for more nuanced responses to changing situations. The efficacy of this integration is demonstrated experimentally, with enhanced interoperability and responsiveness. This study advances intelligent agent systems by presenting a possible path for generating more context-aware agents in the dynamic landscape of CPS and IoT, encouraging efficient and adaptive autonomous systems.","Manivannan R, Pragathi Yvss",2024.0,International Research Journal of Multidisciplinary Scope,10.47857/irjms.2024.v05i03.01032,Semantic Scholar,0.0
"Securing Smart Cities: A Cybersecurity Perspective on Integrating IoT, AI, and Machine Learning for Digital Twin Creation","The burgeoning evolution of smart cities, characterized by the integration of the Internet of Things (IoT), Artificial Intelligence (AI), and Machine Learning (ML), heralds a transformative era in urban management and citizen engagement. These technological advancements promise enhanced efficiency in city operations, improved public services, and a sustainable urban environment. However, the complexity and interconnectedness inherent in these systems introduce significant cybersecurity challenges, necessitating innovative approaches to safeguard the digital infrastructure of smart cities. This paper aims to explore the cybersecurity landscape of smart cities from the perspective of integrating IoT, AI, and ML for the creation of digital twins, offering a comprehensive analysis of the opportunities and threats within this domain. Smart cities leverage IoT to connect various components of the urban infrastructure, including transportation systems, utilities, and public services, creating an integrated network of devices that communicate and share data. The incorporation of AI and ML into this framework facilitates intelligent decision-making, enabling the automation of services and the optimization of resources. This synergy enhances the quality of life for residents, promotes economic development, and supports sustainable environmental practices. However, the dependence on digital technologies also exposes smart cities to a range of cybersecurity risks, from data breaches and privacy violations to the disruption of critical infrastructure. The integration of IoT, AI, and ML in smart cities, while offering unprecedented opportunities for urban innovation, also amplifies the complexity of the cybersecurity landscape. IoT devices, often designed with minimal security features, become potential entry points for cyber attacks. The vast amount of data generated and processed by these devices, if compromised, could lead to significant privacy and security breaches. AI and ML models, for their part, are susceptible to manipulation and bias, which can undermine the integrity of decision-making processes. The interconnectivity of systems means that a breach in one sector could have cascading effects throughout the city's infrastructure. Against this backdrop, the paper investigates the role of digital twins in mitigating cybersecurity risks in smart cities. Digital twins, digital replicas of physical entities or systems, offer a powerful tool for simulating and analyzing smart city operations, including cybersecurity scenarios. By mirroring the city's infrastructure in a virtual environment, digital twins allow for the identification of vulnerabilities, the simulation of cyber attacks, and the evaluation of potential impacts. This proactive approach to cybersecurity enables city administrators to anticipate threats and implement protective measures before real-world systems are compromised. 
The research questions guiding this inquiry include: How can the integration of IoT, AI, and ML enhance the resilience of smart cities against cyber threats? What are the specific cybersecurity challenges presented by these technologies, and how can they be addressed? And, most crucially, what role can digital twins play in fortifying the cybersecurity defenses of smart cities? To address these questions, the paper begins with a review of the current state of smart city technology, focusing on the integration of IoT, AI, and ML. It then delves into the cybersecurity challenges unique to this technological landscape, drawing on recent examples of cyber incidents in smart cities. The analysis highlights the vulnerabilities introduced by the widespread use of IoT devices and the complexities of securing AI and ML systems. Following this, the discussion turns to the potential of digital twins as a cybersecurity tool, examining how they can be employed to detect vulnerabilities, simulate attacks, and plan responses. The paper argues that while the integration of IoT, AI, and ML in smart cities presents significant cybersecurity challenges, it also offers opportunities for innovative solutions. Digital twins emerge as a promising approach to enhancing the cybersecurity posture of smart cities, enabling a dynamic and proactive defense mechanism. By facilitating the simulation of cyber threats in a controlled environment, digital twins allow city administrators to identify weaknesses, test the efficacy of protective measures, and develop more resilient urban infrastructures. 
In conclusion, the integration of IoT, AI, and ML in smart cities represents a double-edged sword, offering both remarkable opportunities for urban innovation and formidable cybersecurity challenges. This paper underscores the critical importance of adopting a cybersecurity perspective in the development and management of smart cities, highlighting the potential of digital twins as a strategic tool in mitigating these risks. As smart cities continue to evolve, embracing these technologies in a secure and responsible manner will be paramount in realizing their full potential while safeguarding the digital and physical well-being of urban populations.",Dr. Nalini,2024.0,Journal of Electrical Systems,10.52783/jes.3052,Semantic Scholar,4.0
Modeling and Provisioning IoT Cloud Systems for Testing Uncertainties,,"Hong Linh Truong, Luca Berardinelli, I. Pavkovic, G. Copil",2017.0,International Conference on Mobile and Ubiquitous Systems: Networking and Services,10.1145/3144457.3144490,Semantic Scholar,7.0
Modelling Resilience of Data Processing Capabilities of CPS,,"L. Laibinis, D. Klionskiy, E. Troubitsyna, A. Dorokhov, J. Lilius, M. Kupriyanov",2014.0,International Workshop on Software Engineering for Resilient Systems,10.1007/978-3-319-12241-0_5,Semantic Scholar,7.0
"Federated Learning for IoT: Applications, Trends, Taxonomy, Challenges, Current Solutions, and Future Directions","The rapid advancement of Internet of Things (IoT) technology has transformed the digital landscape, enabling unprecedented connectivity between devices, people, and services. Traditionally, IoT-generated data was processed through centralized, cloud-based machine learning (ML) systems, raising significant privacy, security, and network bandwidth concerns. Federated Learning (FL) presents a viable alternative by transmitting only model parameters while preserving local data privacy. Despite the growing body of research, there remains a gap in comprehensive studies on FL-enabled IoT systems. This review provides an in-depth examination of the integration of FL with IoT, highlighting how FL enhances the efficiency, robustness, and adaptability of IoT systems. The paper introduces the foundational principles of FL, followed by an exploration of its key benefits in decentralized IoT applications. It presents a comparative analysis of FL-IoT architectures using quantitative metrics and proposes a taxonomy that clarifies the complexities and variations in FL-enabled IoT systems. The challenges of deploying FL in IoT environments are discussed, along with current trends and solutions aimed at overcoming these hurdles. Furthermore, the review explores the integration of FL with emerging technologies, including foundational models (FMs), green and sustainable 6th-generation (6G) IoT networks, and deep reinforcement learning (DRL), emphasizing their role in enhancing FL’s efficiency and resilience. It also covers FL frameworks and benchmarks, providing a valuable resource for researchers and practitioners in the field The article concludes by identifying promising research directions that are expected to drive future advancements in this dynamic and expanding field.","Mumin Adam, U. Baroudi",2024.0,IEEE Open Journal of the Communications Society,10.1109/OJCOMS.2024.3506214,Semantic Scholar,2.0
Risk Assessment of Cybersecurity IoT Anomalies Through Cyber Value at Risk (CVaR),"IoT systems, comprising interconnected devices like cameras, sensors, and manufacturing equipment, bring benefits such as enhanced efficiency and safety, but they’re also vulnerable to security threats like data theft and operational disruptions. Existing security assessment frameworks often struggle with IoT complexities. This paper proposes an anomaly-based method tailored for IoT, using anomaly scores, asset valuation, and controls to identify risks and offer mitigation suggestions. Various cyber-attacks, from malware to denial of service, pose significant harm if left undetected. Effective detection relies on diverse machine learning techniques. Identifying high anomaly scores is crucial for informed decision-making. Cyber-Value-at-Risk (CVaR) helps to calculate overall asset risk due to cyber-attacks. The paper suggests a method to assess average risk for assets vulnerable to severe attacks, emphasizing the need for prompt action. In conclusion, this paper presents a tailored approach to assess security risks in IoT systems, focusing on anomaly detection, asset valuation, and risk quantification to strengthen IoT resilience against evolving threats.","Prashant Vajpayee, Gahangir Hossain",2024.0,2024 IEEE World AI IoT Congress (AIIoT),10.1109/AIIoT61789.2024.10578956,Semantic Scholar,1.0
Towards a Holistic Approach to Chronic Disease Management: Integrating Federated Learning and IoT for Personalized health Care,"Chronic diseases, specifically Cardiovascular Disease (CVD), pose a substantial worldwide health obstacle, requiring innovative and comprehensive approaches to management. This study presents an innovative method for managing chronic diseases by combining Federated Learning (FL) and the Internet of Things (IoT). The goal is to offer tailored healthcare solutions. The study presents a new approach called Federated Transfer Learning (FTL) that incorporates Adaptive Gradient Clipping (AGC) to improve the performance of models and maintain privacy in a distributed network of healthcare devices. 
The primary objective of this study is to develop a holistic framework that seamlessly amalgamates data from various sources, including wearables, medical devices, and electronic health records, utilizing FL to build a centralized model while preserving data privacy at the individual level. The proposed Faster Than Light (FTL) algorithm with Automatic Gain Control (AGC) enhances the process of model convergence, guaranteeing stability and dependability in a federated learning environment. The research methodology entails implementing the suggested framework in the management of Cardiovascular Disease (CVD). The performance of the model is assessed using the Area Under the Curve (AUC) metric, resulting in an impressive AUC score of 92.4%. This highlights the efficacy of the integrated approach in precisely forecasting and controlling risks associated with cardiovascular diseases (CVD), showcasing its potential for widespread use in managing chronic diseases. The key findings emphasize the advantages of integrating IoT devices into the FL ecosystem, enabling the immediate surveillance and gathering of various health data. The decentralized nature of the learning process enables model training to occur without compromising data privacy, making it suitable for large-scale healthcare systems. Moreover, the implementation of Faster Than Light (FTL) with Automatic Gain Control (AGC) improves the resilience and effectiveness of the federated learning procedure, thereby enhancing the overall achievement of the suggested framework. In conclusion, this study presents a groundbreaking contribution to the field of chronic disease management, specifically targeting Cardiovascular Disease. The combination of Federated Learning and IoT, along with the innovative Federated Transfer Learning with Adaptive Gradient Clipping, not only achieves outstanding predictive accuracy but also guarantees the privacy and security of sensitive health data. The proposed framework holds significant promise for revolutionizing personalized healthcare solutions, paving the way for a more effective and patient-centric approach to chronic disease management.",Et al. Dipika R. Birari,2024.0,Journal of Electrical Systems,10.52783/jes.647,Semantic Scholar,0.0
GeoEkuiper: A Cloud-Cooperated Geospatial Edge Stream Processing Engine for Resource-Constrained IoT Devices With Higher Throughput,"Internet of Things and big data are important technical means to enhance human resilience to natural hazards in Earth Science. Continuous geospatial data streams generated from in-situ monitoring devices provide the first line of defense. An efficient and high-throughput stream processing engine (SPE) is an indispensable infrastructure. It remains a challenge for cloud-based distributed computing frameworks to analyze and process such high-speed and large-volume data in real time. This challenge has driven growing interest in various edge-based SPEs, such as EdgeWise and DART, to address this issue. There is an urgent need to develop a general-purpose edge SPE with a unique focus on handling the spatial big data challenge on resource-constrained distributed devices. This work introduces a cloud-cooperated geospatial SPE named GeoEkuiper for these devices. It abstracts all operations of spatial data into functions of expressions of open geospatial consortium (OGC) compliant structured query language (SQL) statements and provides a rule-oriented interface to facilitate chaining complex SQL processing logic. User-defined spatial analysis can be easily expressed as a plugin-able extension. It incorporates a cloud native messaging system to transfer rules to other edge or cloud nodes. By taking advantage of the elasticity and reliability of the messaging system on cloud nodes, GeoEkuiper addresses the throughput challenge of resource-constrained devices with a lightweight scheduling strategy considering runtime metrics. Experimental results show that GeoEkuiper can support efficient spatial queries and processing of large-scale spatial stream data on a Raspberry Pi device with enhanced throughput and provide an effective cross-platform solution to achieve edge intelligence.","Wei Huang, Xiaoyun Deng",2024.0,IEEE Internet of Things Journal,10.1109/JIOT.2024.3408166,Semantic Scholar,1.0
"Tokenization of sustainable real estate in Smart Cities : Monetization as basis for construction, authorization and carbon neutralization in CPS","Tokenization is a new means to monetize assets in new decentralized economies. New types of tokens allow for the tokenization of physical assets and real-world projects. They can also be used to monetize digital assets in Cyber-Physical Systems, as well as provide a decentralized means to authorize access to such devices and systems. This paper describes one such effort, where this new type of tokens acts as the basis for financing the construction of sustainable real estate (smart buildings), as well as provide a means for private investors (owners) and other interested third parties to gain access to revenue, as well as cyber-physical systems and digital twins within the constructed smart buildings, in an interoperable and transparent manner. Inter-operability with underlying systems and equipment is performed using IEEE P1451.99 IoT Harmonization interfaces. Monetization of underlying resources allows for advanced optimization of the process, in accordance with principles defined within Industry 4.0, smart cities, sustainability and quality of life for citizens.","Peter Waher, Kristjan Araoz, Pablo Pulgar R., Daniel Moström",2022.0,Annual Conference of the IEEE Industrial Electronics Society,10.1109/IECON49645.2022.9968404,Semantic Scholar,3.0
Indonesia's Digital Economic Policy To Increase Economic Resilience,"The growth of information and communication technology (ICT) has changed the way people live their lives and conduct business. The era of the Industrial Revolution 4.0, characterized by the use of digital technology and the Internet of Things (IoT), has created a new economic environment known as the “digital economy."" In this context, digital economy policy becomes very important to support sustainable economic growth and improve national economic resilience. This research aims to analyze Indonesia's digital economy policy in developing the digital economy in the context of Society 5.0 and Industrial Revolution 4.0. The main focus of the research is how government policies can strengthen the national economy. This research uses a descriptive-qualitative method with secondary data collected through a systematic review. Data were collected from various scholarly sources, including relevant journals, research publications, reports, and websites. This qualitative approach generates descriptive notes and data that are integrated into the text for further analysis. When policies are implemented correctly, that is, by paying attention to and realizing the various aspects that have an impact on the policy implementation process, it will produce the maximum benefits, including the Integration, Interactivity, Transparency, Control, and Accountability (IITCA) factors. The research shows that digital economy policies have a significant positive impact on economic growth and resilience. The implementation of the Digital Economic Agreement Framework (DEFA) is expected to strengthen the MSME sector, attract investment, encourage innovation, increase productivity, and create high-quality jobs. The establishment of the Digital Innovation and Sustainable Economy Center (DISC) also plays an important role in supporting the transformation of businesses and organizations towards a sustainable digital economy. In addition, the Indonesian government has improved digital infrastructure, such as 4G networks, 5G technology, and low-earth orbit satellites, and launched digital literacy and skills programs to reduce the digital divide and strengthen economic resilience. An effective digital economy policy can be a powerful instrument to strengthen a country's economic resilience. Research results confirm that the implementation of digital economy policies not only drives economic growth but also improves social and financial inclusion. Collaboration between the public sector, the business world, and civil society is essential for the successful implementation of this policy. In addition, transparency and accountability in the implementation of digital policies, such as through the use of blockchain technology and digital payment systems, can reduce corruption and ensure that government assistance and support are well-targeted. Overall, digital economy policies play an important role in strengthening national economic resilience amid the challenges and opportunities of the digital era.","Muhamad Samingan, L. Y. Prakoso, Suwito",2024.0,International Journal Of Humanities Education and Social Sciences (IJHESS),10.55227/ijhess.v3i6.873,Semantic Scholar,3.0
A decentralized honeypot for IoT Protocols based on Android devices,,"Irini Lygerou, Shreyas Srinivasa, Emmanouil Vasilomanolakis, G. Stergiopoulos, D. Gritzalis",2022.0,International Journal of Information Security,10.1007/s10207-022-00605-7,Semantic Scholar,9.0
Security analysis on consumer and industrial IoT devices,,"Jacob Wurm, K. Hoang, Orlando Arias, A. Sadeghi, Yier Jin",2016.0,Asia and South Pacific Design Automation Conference,10.1109/ASPDAC.2016.7428064,Semantic Scholar,243.0
Resilience Enhancement of Cyber-Physical Systems: A Review,,"Sanda Florentina Mihalache, Emil Pricop, Jaouhar Fattahi",2018.0,Power Systems Resilience,10.1007/978-3-319-94442-5_11,Semantic Scholar,22.0
Cyber Resilience and Incident Response in Smart Cities: A Systematic Literature Review,"The world is experiencing a rapid growth of smart cities accelerated by Industry 4.0, including the Internet of Things (IoT), and enhanced by the application of emerging innovative technologies which in turn create highly fragile and complex cyber–physical–natural ecosystems. This paper systematically identifies peer-reviewed literature and explicitly investigates empirical primary studies that address cyber resilience and digital forensic incident response (DFIR) aspects of cyber–physical systems (CPSs) in smart cities. Our findings show that CPSs addressing cyber resilience and support for modern DFIR are a recent paradigm. Most of the primary studies are focused on a subset of the incident response process, the “detection and analysis” phase whilst attempts to address other parts of the DFIR process remain limited. Further analysis shows that research focused on smart healthcare and smart citizen were addressed only by a small number of primary studies. Additionally, our findings identify a lack of available real CPS-generated datasets limiting the experiments to mostly testbed type environments or in some cases authors relied on simulation software. Therefore, contributing this systematic literature review (SLR), we used a search protocol providing an evidence-based summary of the key themes and main focus domains investigating cyber resilience and DFIR addressed by CPS frameworks and systems. This SLR also provides scientific evidence of the gaps in the literature for possible future directions for research within the CPS cybersecurity realm. In total, 600 papers were surveyed from which 52 primary studies were included and analysed.","Gabriela Ahmadi-Assalemi, Haider M. Al-Khateeb, Gregory Epiphaniou, C. Maple",2020.0,Smart Cities,10.3390/smartcities3030046,Semantic Scholar,40.0
UniPreCIS : A data pre-processing solution for collocated services on shared IoT,"Next-generation smart city applications, attributed by the power of Internet of Things (IoT) and Cyber-Physical Systems (CPS), significantly rely on the quality of sensing data. With an exponential increase in intelligent applications for urban development and enterprises offering sensing-as-aservice these days, it is imperative to provision for a shared sensing infrastructure for better utilization of resources. However, a shared sensing infrastructure that leverages low-cost sensing devices for a cost effective solution, still remains an unexplored territory. A significant research effort is still needed to make edge based data shaping solutions, more reliable, feature-rich and costeffective while addressing the associated challenges in sharing the sensing infrastructure among multiple collocated services with diverse Quality of Service (QoS) requirements. Towards this, we propose a novel edge based data pre-processing solution, named UniPreCIS that accounts for the inherent characteristics of lowcost ambient sensors and the exhibited measurement dynamics with respect to application-specific QoS. UniPreCIS aims to identify and select quality data sources by performing sensor ranking and selection followed by multimodal data pre-processing in order to meet heterogeneous application QoS and at the same time reducing the resource consumption footprint for the resource constrained network edge. As observed, the processing time and memory utilization has been reduced in the proposed approach while achieving upto 90% accuracy which is arguably significant as compared to state-of-the-art techniques for sensing. The effectiveness of UniPreCIS has been evaluated on a testbed for a specific use case of indoor occupancy estimation that proves its effectiveness.","Anirban Das, Navlika Singh, Suchetana Chakraborty",2022.0,Future generations computer systems,10.48550/arXiv.2208.01394,Semantic Scholar,0.0
